,open,high,low,close,volume,marketCap,date
0,29.1098995209,29.1662998199,4.9585599899,7.9481501579,34807.7,0,2016-04-29
1,7.9582800865,9.0299901962,5.9337601662,7.4112901688,9314.27,0,2016-04-30
2,7.4067997932,7.4067997932,5.6047301292,7.1597800255,55216.7,0,2016-05-01
3,7.1191802025,7.1202697754,6.2100601196,6.6736998558,50987.5,0,2016-05-02
4,6.6746001244,9.5908699036,4.1042399406,6.4195599556,44238.6,0,2016-05-03
5,6.4146099091,8.3552303314,4.5678501129,8.0714702606,64670.5,13721499,2016-05-04
6,8.0712604523,10.2568998337,7.1472401619,10.2522001266,217227.0,20504400,2016-05-05
7,10.2172002792,17.0597000122,10.0535001755,14.910200119,1006370.0,29820400,2016-05-06
8,14.9116001129,14.9460000992,12.2087001801,12.7589998245,64056.7,25518000,2016-05-07
9,12.7568998337,14.1454000473,11.8256998062,11.9158000946,112971.0,23831600,2016-05-08
10,11.9114999771,13.9267997742,11.8498001099,11.9380998611,113916.0,23876200,2016-05-09
11,11.9387998581,13.9899997711,10.3884000778,13.0725002289,326426.0,26145000,2016-05-10
12,13.0719003677,15.4439001083,11.690199852,13.3541002274,367524.0,26708200,2016-05-11
13,13.3470001221,14.1683998108,12.6433000565,12.7475004196,149822.0,25495000,2016-05-12
14,12.7496995926,13.9786996841,12.0741996765,12.7705001831,156697.0,25541000,2016-05-13
15,12.7990999222,12.8062000275,10.9149999619,12.1350002289,49058.8,24270000,2016-05-14
16,12.1352996826,12.1353998184,8.3981599808,10.1929998398,85434.2,20386000,2016-05-15
17,10.1939001083,10.706199646,9.4955501556,10.0335998535,16442.9,20067200,2016-05-16
18,10.0328998566,10.2222995758,9.6650800705,10.0761995316,14208.2,20152400,2016-05-17
19,10.0754003525,10.7465000153,9.8076400757,10.2035999298,32865.5,20407200,2016-05-18
20,10.2040996552,10.7135000229,8.4984397888,9.0858898163,49102.9,18171780,2016-05-19
21,9.0814399719,9.8461799622,8.7527399063,9.5198202133,28807.9,19039640,2016-05-20
22,9.5240602493,9.6298904419,8.2302999496,9.0643997192,49878.7,18128800,2016-05-21
23,8.9956102371,9.6712999344,8.4346904755,9.2627496719,22891.6,18525500,2016-05-22
