open;high;low;close;volume;marketCap;timestamp
10.2576999664;10.5604000092;9.8100795746;10.4756002426;15772.3;20951200;"2016-08-24T00:00:00.000Z"
10.4762001038;10.6764001846;9.3648195267;10.1971998215;8790.58;20394400;"2016-08-25T00:00:00.000Z"
10.0464000702;10.8962001801;9.8031797409;10.6621999741;67583.8;21324400;"2016-08-26T00:00:00.000Z"
10.7142000198;10.7184000015;9.9984502792;9.9984502792;54987.1;19996900;"2016-08-27T00:00:00.000Z"
9.9949703217;11.8149003983;9.9105396271;11.8149003983;45454.5;23629800;"2016-08-28T00:00:00.000Z"
11.8156995773;11.8338003159;11.0114002228;11.0114002228;53608.3;22022800;"2016-08-29T00:00:00.000Z"
11.0099000931;11.2371997833;9.9862203598;10.3091001511;28095.5;20618200;"2016-08-30T00:00:00.000Z"
10.3099002838;10.896900177;10.0131998062;10.1858997345;62977.5;20371800;"2016-08-31T00:00:00.000Z"
10.1864004135;10.8343000412;10.0680999756;10.5825996399;36534.2;21165200;"2016-09-01T00:00:00.000Z"
10.5841999054;10.7906999588;9.9637498856;10.7534999847;10321.1;21507000;"2016-09-02T00:00:00.000Z"
10.7533998489;10.7560997009;10.01720047;10.5031003952;13484;21006200;"2016-09-03T00:00:00.000Z"
10.5069999695;10.8582000732;9.8039102554;10.5136995316;35585.2;21027400;"2016-09-04T00:00:00.000Z"
10.5163002014;10.5481004715;9.9004402161;10.515999794;7814.9;21032000;"2016-09-05T00:00:00.000Z"
10.5169000626;10.5315999985;9.3082304001;10.0181999207;55397.2;20036400;"2016-09-06T00:00:00.000Z"
10.0187997818;10.3374004364;9.4480495453;10.0247001648;78101.7;20049400;"2016-09-07T00:00:00.000Z"
10.027299881;10.3473997116;9.7645902634;10.0310001373;14955.9;20062000;"2016-09-08T00:00:00.000Z"
10.0289001465;10.1485004425;9.7096004486;10.105799675;14675.4;20211600;"2016-09-09T00:00:00.000Z"
10.1089000702;10.206199646;9.4193496704;9.4193496704;47224.1;18838700;"2016-09-10T00:00:00.000Z"
9.4187498093;10.8407001495;9.4011201859;9.9551200867;29110.9;19910240;"2016-09-11T00:00:00.000Z"
9.956319809;10.7395000458;9.8931598663;10.467499733;57296.1;20935000;"2016-09-12T00:00:00.000Z"
10.470199585;10.9110002518;10.1763000488;10.7039003372;81248.9;21407800;"2016-09-13T00:00:00.000Z"
10.706700325;13.2564001083;10.6494998932;13.2564001083;150610;26512800;"2016-09-14T00:00:00.000Z"
11.5368995667;15.8190002441;11.5313997269;14.8886995316;250527;29777400;"2016-09-15T00:00:00.000Z"
14.4954996109;15.6534004211;13.1794996262;15.1660995483;256233;30332200;"2016-09-16T00:00:00.000Z"
15.1969995499;16.0265007019;14.1463003159;15.1750001907;245809;30350000;"2016-09-17T00:00:00.000Z"
15.1724996567;15.445599556;13.6366996765;13.8900995255;142480;27780200;"2016-09-18T00:00:00.000Z"
13.8891000748;16.9197998047;13.6844997406;16.9169998169;258659;33834000;"2016-09-19T00:00:00.000Z"
16.9081993103;23.2196998596;16.8246994019;18.7597999573;635277;37519600;"2016-09-20T00:00:00.000Z"
18.7416000366;19.307800293;14.6027002335;16.9661998749;296441;33932400;"2016-09-21T00:00:00.000Z"
17.1333007813;17.6529006958;14.8481998444;15.4562997818;105868;30912600;"2016-09-22T00:00:00.000Z"
15.4570999146;15.508600235;14.0750999451;14.9602003098;89596.4;29920400;"2016-09-23T00:00:00.000Z"
14.9589996338;15.0658998489;12.8241996765;13.4254999161;133950;26851000;"2016-09-24T00:00:00.000Z"
13.4252996445;14.2096004486;13.1312999725;14.2096004486;55299.7;28419200;"2016-09-25T00:00:00.000Z"
14.2126998901;14.2126998901;13.4680995941;14.0781002045;20898.7;28156200;"2016-09-26T00:00:00.000Z"
14.1277999878;16.0941009521;13.9527997971;16.0941009521;80018.4;32188200;"2016-09-27T00:00:00.000Z"
16.1002006531;16.1002006531;14.1323003769;14.7292003632;66777;29458400;"2016-09-28T00:00:00.000Z"
14.7292995453;14.991399765;12.4316997528;14.0148000717;92276.3;28029600;"2016-09-29T00:00:00.000Z"
14.0052995682;14.6669998169;13.4933004379;14.5066995621;48802.2;29013400;"2016-09-30T00:00:00.000Z"
14.5085000992;14.5108995438;12.896900177;13.8790998459;72780.9;27758200;"2016-10-01T00:00:00.000Z"
13.879699707;14.4617004395;12.8435001373;13.6322002411;53871.8;27264400;"2016-10-02T00:00:00.000Z"
13.6512002945;14.0790996552;12.5794000626;13.1284999847;46171.8;26257000;"2016-10-03T00:00:00.000Z"
13.1273002625;13.9879999161;12.6106996536;13.2433996201;52049.1;26486800;"2016-10-04T00:00:00.000Z"
13.2412996292;13.3084001541;12.9969997406;13.2628002167;16244.4;26525600;"2016-10-05T00:00:00.000Z"
13.2615995407;13.5854997635;12.5780000687;13.1304998398;32893.6;26261000;"2016-10-06T00:00:00.000Z"
13.1270999908;13.1270999908;11.9029998779;12.1892995834;40410;24378600;"2016-10-07T00:00:00.000Z"
12.1899003983;12.6633996964;11.8789997101;12.1410999298;40014.1;24282200;"2016-10-08T00:00:00.000Z"
12.136300087;12.9504003525;12.1357002258;12.9434995651;14909.2;25887000;"2016-10-09T00:00:00.000Z"
12.9451999664;13.1866998672;12.0300998688;12.373000145;26970.7;24746000;"2016-10-10T00:00:00.000Z"
12.3751001358;12.491900444;10.5375003815;11.4604997635;92178.5;22921000;"2016-10-11T00:00:00.000Z"
11.92689991;12.1132001877;11.1470003128;11.2179002762;39099.9;22435800;"2016-10-12T00:00:00.000Z"
11.2154998779;11.9329004288;11.2118997574;11.4219999313;6863.75;22844000;"2016-10-13T00:00:00.000Z"
11.4232997894;12.3271999359;11.4232997894;11.601099968;20192.2;23202200;"2016-10-14T00:00:00.000Z"
11.6020002365;12.7430000305;11.593000412;12.1082000732;7962.71;24216400;"2016-10-15T00:00:00.000Z"
12.108499527;12.2946996689;11.8373003006;11.9646997452;5342.88;23929400;"2016-10-16T00:00:00.000Z"
11.9652004242;12.2650003433;11.8406000137;11.9504003525;11752.8;23900800;"2016-10-17T00:00:00.000Z"
11.9493999481;12.4326000214;11.7588996887;11.9385004044;19359.3;23877000;"2016-10-18T00:00:00.000Z"
11.9413003922;12.0725002289;11.2328996658;11.6198997498;20204.4;23239800;"2016-10-19T00:00:00.000Z"
11.6159000397;11.7951002121;10.9533004761;11.4659004211;49444.7;22931800;"2016-10-20T00:00:00.000Z"
11.323800087;11.8758001328;11.0614995956;11.7644996643;22152.3;23529000;"2016-10-21T00:00:00.000Z"
11.7615995407;12.0048999786;10.9725999832;11.016699791;14847.4;22033400;"2016-10-22T00:00:00.000Z"
11.0254001617;12.1796998978;10.1698999405;11.2583999634;87107.8;22516800;"2016-10-23T00:00:00.000Z"
11.2595996857;12.5017995834;10.8445997238;12.0486001968;60768.5;24097200;"2016-10-24T00:00:00.000Z"
12.0487003326;12.1239004135;11.3127002716;11.3422002792;25605;22684400;"2016-10-25T00:00:00.000Z"
11.345700264;12.8825998306;11.0089998245;11.9990997314;44440.7;23998200;"2016-10-26T00:00:00.000Z"
11.4449996948;11.8173999786;10.8628997803;11.5466003418;34392;23093200;"2016-10-27T00:00:00.000Z"
11.5469999313;11.605099678;10.4458999634;11.0399999619;65098.6;22080000;"2016-10-28T00:00:00.000Z"
11.0416002274;11.3057003021;10.3562002182;10.8130998611;133218;21626200;"2016-10-29T00:00:00.000Z"
10.8126001358;10.9388999939;10.5020999908;10.9370002747;18053.6;21874000;"2016-10-30T00:00:00.000Z"
10.9503002167;11.7938995361;10.7083997726;11.0698003769;62914.4;22139600;"2016-10-31T00:00:00.000Z"
11.0677995682;11.5348997116;10.4252996445;10.557299614;47823.6;21114600;"2016-11-01T00:00:00.000Z"
11.179400444;11.5672998428;10.5710000992;11.5672998428;21768.5;23134600;"2016-11-02T00:00:00.000Z"
11.5768995285;11.5768995285;10.3104000092;10.6983995438;44180.4;21396800;"2016-11-03T00:00:00.000Z"
10.9486999512;11.2458000183;10.3409004211;10.7804002762;81839;21560800;"2016-11-04T00:00:00.000Z"
10.780500412;11.1246995926;10.2574996948;10.3914003372;38338;20782800;"2016-11-05T00:00:00.000Z"
10.3912000656;11.306599617;10.3902997971;10.9748001099;37053.4;21949600;"2016-11-06T00:00:00.000Z"
10.9715995789;11.1513004303;10.4386997223;10.5677995682;21327.4;21135600;"2016-11-07T00:00:00.000Z"
10.568400383;10.8857002258;10.3540000916;10.3980998993;30060.2;20796200;"2016-11-08T00:00:00.000Z"
10.3979997635;11.3482999802;10.3065004349;10.5193004608;81209.7;21038600;"2016-11-09T00:00:00.000Z"
10.5183000565;10.5183000565;9.433719635;9.4653701782;70150;18930740;"2016-11-10T00:00:00.000Z"
9.5357503891;10.1182003021;9.4573001862;10.01060009;84919.4;20021200;"2016-11-11T00:00:00.000Z"
10.0093002319;10.016500473;9.3863296509;9.6416301727;12617.8;19283260;"2016-11-12T00:00:00.000Z"
9.6414699554;9.8654499054;9.1733198166;9.2575702667;28933.5;18515140;"2016-11-13T00:00:00.000Z"
9.2571401596;9.5785598755;8.7111902237;9.565870285;50672.8;19131740;"2016-11-14T00:00:00.000Z"
9.5689496994;9.6747903824;8.8133802414;9.2048301697;9954.57;18409660;"2016-11-15T00:00:00.000Z"
9.2031202316;9.7049503326;8.267660141;8.4715299606;39210.6;16943060;"2016-11-16T00:00:00.000Z"
9.0433797836;9.2539901733;8.6820898056;8.9991502762;21523.7;17998300;"2016-11-17T00:00:00.000Z"
8.9972801208;9.6442298889;8.3412599564;8.8020095825;56716.7;17604020;"2016-11-18T00:00:00.000Z"
8.7998399734;9.102689743;8.3522901535;8.760219574;10478.6;17520440;"2016-11-19T00:00:00.000Z"
8.7610902786;9.2147102356;8.5139102936;8.8335103989;21311.1;17667020;"2016-11-20T00:00:00.000Z"
8.8331203461;9.2284498215;8.615819931;9.1570196152;7836.41;18314040;"2016-11-21T00:00:00.000Z"
9.1570701599;9.5204696655;8.8107995987;9.1717395782;20597.7;18343480;"2016-11-22T00:00:00.000Z"
9.1712799072;10.8944997787;8.2735204697;10.1780004501;56296.4;20356000;"2016-11-23T00:00:00.000Z"
10.1749000549;10.8549003601;9.6721496582;10.8549003601;32149.2;21709800;"2016-11-24T00:00:00.000Z"
10.8522996902;11.1270999908;8.772359848;8.7799100876;9588.88;17559820;"2016-11-25T00:00:00.000Z"
8.7792100906;9.0928297043;8.7127799988;9.0883302689;5017.46;18176660;"2016-11-26T00:00:00.000Z"
9.0869998932;9.0886697769;8.4475698471;8.614159584;7046.44;17228320;"2016-11-27T00:00:00.000Z"
8.6145801544;10.4281997681;8.4411497116;9.1480798721;50832.8;18296160;"2016-11-28T00:00:00.000Z"
9.1474895477;9.2094602585;8.2848300934;8.8849201202;39396.8;17769840;"2016-11-29T00:00:00.000Z"
8.664899826;8.9259395599;8.4697399139;8.7637701035;14265;17527540;"2016-11-30T00:00:00.000Z"
8.7318096161;8.8321895599;8.6470298767;8.6923704147;5971.06;17384740;"2016-12-01T00:00:00.000Z"
8.7397899628;8.8736696243;7.65955019;7.7467298508;32238;15493460;"2016-12-02T00:00:00.000Z"
7.7475299835;8.3410902023;7.4112300873;7.8770198822;27303.9;15754040;"2016-12-03T00:00:00.000Z"
7.8747701645;8.3507604599;7.7670001984;8.350230217;13328.6;16700460;"2016-12-04T00:00:00.000Z"
8.3548297882;11.133600235;8.2918996811;8.9765396118;116542;17953080;"2016-12-05T00:00:00.000Z"
8.9752702713;11.0383996964;7.9320502281;10.4465999603;42577.1;20893200;"2016-12-06T00:00:00.000Z"
10.4486999512;10.4486999512;8.6785497665;9.6996603012;27200.1;19399320;"2016-12-07T00:00:00.000Z"
9.6995000839;9.8442897797;9.0834598541;9.6346597672;8209.75;19269320;"2016-12-08T00:00:00.000Z"
9.630900383;10.0256004333;9.1686697006;9.8532304764;28326.3;19706460;"2016-12-09T00:00:00.000Z"
9.8548002243;9.8548002243;9.6901798248;9.6905298233;5785.47;19381060;"2016-12-10T00:00:00.000Z"
9.6905298233;10.3252000809;9.2517404556;10.081199646;23960.5;20162400;"2016-12-11T00:00:00.000Z"
10.0805997849;10.0927000046;9.1210098267;9.6974601746;13742.6;19394920;"2016-12-12T00:00:00.000Z"
9.6957902908;10.7951002121;9.6093101501;9.690489769;45438.7;19380980;"2016-12-13T00:00:00.000Z"
9.6864204407;10.3502998352;9.6864204407;10.1920995712;9087.04;20384200;"2016-12-14T00:00:00.000Z"
10.1920003891;10.619099617;9.8403501511;9.8427801132;23051.6;19685560;"2016-12-15T00:00:00.000Z"
9.8421802521;10.2194004059;9.3467502594;10.209400177;20907.2;20418800;"2016-12-16T00:00:00.000Z"
10.209400177;10.2906999588;9.3458900452;9.559510231;2448.76;19119020;"2016-12-17T00:00:00.000Z"
9.5569496155;9.5569496155;9.0723600388;9.2367897034;1435.95;18473580;"2016-12-18T00:00:00.000Z"
9.2394599915;9.6263599396;8.8916101456;8.8929595947;23263.6;17785920;"2016-12-19T00:00:00.000Z"
8.8876895905;9.7489900589;8.7166996002;9.4437704086;11440.4;18887540;"2016-12-20T00:00:00.000Z"
9.4410104752;9.8876800537;9.0095796585;9.6486196518;13563.6;19297240;"2016-12-21T00:00:00.000Z"
9.6480998993;9.8578300476;8.8493003845;9.3733797073;20559.9;18746760;"2016-12-22T00:00:00.000Z"
9.3723201752;9.7279701233;8.5860795975;9.3747301102;32022.8;18749460;"2016-12-23T00:00:00.000Z"
9.3779602051;9.3876104355;8.4997301102;8.977640152;4578.48;17955280;"2016-12-24T00:00:00.000Z"
8.9795103073;9.26679039;8.3920097351;8.394659996;7989.25;16789320;"2016-12-25T00:00:00.000Z"
8.3903503418;8.8962202072;7.0737700462;7.9246401787;14851.6;15849280;"2016-12-26T00:00:00.000Z"
7.9262700081;8.7863702774;7.5644102097;8.5975399017;6342.85;17195080;"2016-12-27T00:00:00.000Z"
8.5997400284;8.7704496384;7.9717102051;8.6384601593;11736.3;17276920;"2016-12-28T00:00:00.000Z"
8.6388597488;8.6853599548;7.9891400337;8.682390213;15852.1;17364780;"2016-12-29T00:00:00.000Z"
8.6821203232;9.0494203568;8.2302103043;8.9746198654;17148.2;17949240;"2016-12-30T00:00:00.000Z"
8.9749698639;9.0992898941;8.5201501846;8.5355596542;13786.6;17071120;"2016-12-31T00:00:00.000Z"
8.5360002518;9.0841398239;8.3410301208;9.0395898819;8349.12;18079180;"2017-01-01T00:00:00.000Z"
9.0444898605;9.0444898605;7.7326798439;8.7138500214;9045.59;17427700;"2017-01-02T00:00:00.000Z"
8.7138700485;8.7146902084;7.5043501854;8.7014398575;40556.4;17402880;"2017-01-03T00:00:00.000Z"
8.7006902695;9.7548398972;8.4175300598;9.7473897934;54334.1;19494780;"2017-01-04T00:00:00.000Z"
9.7539196014;10.7913999557;8.8613901138;9.1330499649;57502.6;18266100;"2017-01-05T00:00:00.000Z"
9.1392002106;9.4435195923;8.2921495438;8.4452295303;46191;16890460;"2017-01-06T00:00:00.000Z"
