,score,#nodes,xmin,alpha,date
0,256.1168544659048,660,1.0,30.598413019117256,2017-06-12
1,176.01482577315124,467,1.0,34.40312787712241,2017-06-13
2,68.73730945178798,197,1.0,57.84218461102516,2017-06-14
3,0.0,82,,,2017-06-15
4,28.994399386554917,81,1.0,117.85829831200604,2017-06-16
5,32.33289433239328,92,1.0,67.36397188089232,2017-06-17
6,41.61535332874495,123,1.0,36.4902980058685,2017-06-18
7,107.78760186830834,234,1.0,32.89341856856057,2017-06-19
8,48.13282857804157,137,1.0,66.88307353392933,2017-06-20
9,42.18886452749498,117,1.0,169.7953197840087,2017-06-21
10,155.50631129624466,2766,3.0,3.7423435741617004,2017-06-22
11,689.7812486817957,3077,2.0,5.833543842776768,2017-06-23
12,335.0197043166149,1315,2.0,6.438907026570756,2017-06-24
13,13.403222144618514,1032,4.0,2.1264551077915232,2017-06-25
14,121.49087838971799,846,2.0,4.0233801191276335,2017-06-26
15,96.60628055511594,605,2.0,4.5101165806211405,2017-06-27
16,175.2411995707071,922,2.0,4.666852642051143,2017-06-28
17,180.40755245294827,772,2.0,5.28493730678833,2017-06-29
18,109.0006472783436,595,2.0,4.787293267285538,2017-06-30
19,73.44260895545021,435,2.0,4.401243177699341,2017-07-01
20,54.098905930372,422,2.0,3.7559485537040906,2017-07-02
21,99.81662955833457,512,2.0,5.241990239960814,2017-07-03
22,499.90873894148297,429,1.0,8.92290517877873,2017-07-04
23,83.11222487565298,507,2.0,3.951465298737051,2017-07-05
24,84.4532747737524,386,2.0,5.066968970101538,2017-07-06
25,352.2600321048697,321,1.0,8.960301368072962,2017-07-07
26,327.37429855115386,301,1.0,9.202669828879944,2017-07-08
27,40.079740740410614,259,2.0,4.373584570839334,2017-07-09
28,58.729873342907496,327,2.0,5.209370100048631,2017-07-10
29,1.2219580578087759,362,9.0,2.748641553628415,2017-07-11
30,99.8955360750089,411,2.0,4.632803915917567,2017-07-12
31,39.005377058938144,228,2.0,4.920098064069385,2017-07-13
32,1.9001745060352437,297,6.0,2.8392661480956436,2017-07-14
33,38.735280632994,270,2.0,3.9278292056417996,2017-07-15
34,66.70923198910042,530,2.0,5.771313053342156,2017-07-16
35,71.41078055443933,447,2.0,5.237627661041642,2017-07-17
36,56.982118407740714,384,2.0,4.363723482680646,2017-07-18
37,155.73012823534003,748,2.0,6.986826111180936,2017-07-19
38,85.54322633088174,392,2.0,5.310285973395331,2017-07-20
39,50.60886049633866,299,2.0,4.658104786630252,2017-07-21
40,36.090473086963605,233,2.0,4.807962499389626,2017-07-22
41,46.41123655586463,260,2.0,4.587110202657168,2017-07-23
42,37.85640056835447,275,2.0,3.905842373161656,2017-07-24
43,35.27376712980924,196,2.0,5.388873153186505,2017-07-25
44,257.3680243841833,209,1.0,9.324303717617193,2017-07-26
45,40.91996951031802,249,2.0,4.125865495003961,2017-07-27
46,32.76573286076907,248,2.0,3.492051058196325,2017-07-28
47,45.107770184459305,239,2.0,4.149094719107664,2017-07-29
48,175.90174161482832,177,1.0,6.298080586841672,2017-07-30
49,33.62333120794439,207,2.0,4.644659306517065,2017-07-31
50,18.034363465092387,177,2.0,4.085398430605668,2017-08-01
51,40.900845190110246,231,2.0,4.4716044671680635,2017-08-02
52,41.255883556657515,192,2.0,5.00148270855358,2017-08-03
53,33.403945563674846,280,2.0,4.266658053107594,2017-08-04
54,52.58386312856837,295,2.0,4.374300956787435,2017-08-05
55,29.636008420735976,334,2.0,3.5093005623302505,2017-08-06
56,39.38195798326073,295,2.0,4.657478283318092,2017-08-07
57,44.03012025862728,308,2.0,4.03056660104798,2017-08-08
58,44.089131435448564,352,2.0,4.107265812991148,2017-08-09
59,429.3580401855609,393,1.0,9.705178077992931,2017-08-10
60,188.24775540162386,517,2.0,6.178210503433887,2017-08-11
61,165.94753624682335,562,2.0,5.518909757051696,2017-08-12
62,55.969801532499545,356,2.0,4.01225823024034,2017-08-13
63,103.94919462911527,461,2.0,4.8820397904752255,2017-08-14
64,50.64297867401736,339,2.0,4.6881882540878035,2017-08-15
65,56.491432008298666,338,2.0,4.987808269028389,2017-08-16
66,69.89083670587105,352,2.0,5.080137364415929,2017-08-17
67,53.68753021889253,364,2.0,4.415948222848951,2017-08-18
68,50.336779666379286,266,2.0,4.269846409647357,2017-08-19
69,69.8843713174615,332,2.0,4.40358316698631,2017-08-20
70,92.80569287945195,395,2.0,4.852006540963908,2017-08-21
71,40.63927390719765,268,2.0,3.6438260809870804,2017-08-22
72,48.97950644099327,293,2.0,5.135601522175431,2017-08-23
73,40.345687279717325,275,2.0,4.877104174159551,2017-08-24
74,86.46263404691769,332,2.0,4.4766002095634825,2017-08-25
75,36.00696801447826,243,2.0,3.901524297217364,2017-08-26
76,59.091377070734566,319,2.0,3.977135352455997,2017-08-27
77,54.72887539482518,345,2.0,3.7669209642803656,2017-08-28
78,48.50900867257434,351,2.0,3.914688560605395,2017-08-29
79,57.61303999668543,349,2.0,3.9675933420159564,2017-08-30
80,55.26279395643715,311,2.0,4.563327227258115,2017-08-31
81,39.16354961133557,320,2.0,4.049871507973327,2017-09-01
82,47.19651901116072,252,2.0,4.382111781549644,2017-09-02
83,46.32205050280483,304,2.0,3.9286335509565142,2017-09-03
84,65.14617681528182,383,2.0,3.8457757101111816,2017-09-04
85,540.0346385798628,361,1.0,9.232765250469864,2017-09-05
86,71.09882483687728,383,2.0,4.607842966785877,2017-09-06
87,35.33990403019598,269,2.0,3.5507783344406496,2017-09-07
88,39.18040205599932,295,2.0,3.3899683669655785,2017-09-08
89,491.6784449270318,279,1.0,11.927295830883848,2017-09-09
90,328.20078026190663,252,1.0,8.463151187833148,2017-09-10
91,28.78626560279202,246,2.0,3.3621531595561915,2017-09-11
92,48.517973818130145,222,2.0,4.428370248076318,2017-09-12
93,55.13215066449185,181,2.0,5.382078894454972,2017-09-13
94,26.310818362267796,198,2.0,3.82128657275884,2017-09-14
95,42.553051419799125,234,2.0,3.900322647354526,2017-09-15
96,23.90862695456208,168,2.0,3.892442921287117,2017-09-16
97,109.12897858293528,145,1.0,7.324392997116428,2017-09-17
98,42.56309264503219,190,2.0,4.5995741798201095,2017-09-18
99,33.05975131784073,185,2.0,4.238857746061713,2017-09-19
100,120.5821927567452,117,1.0,7.4847961032412815,2017-09-20
101,46.109504598902575,180,2.0,4.380449632904495,2017-09-21
102,21.03538028320934,140,2.0,4.184514382421051,2017-09-22
103,22.144073935825404,145,2.0,4.5368348335503565,2017-09-23
104,11.342148852436571,119,2.0,3.8588720024575496,2017-09-24
105,147.39272627421272,144,1.0,10.297358430651698,2017-09-25
106,35.13938595306992,163,2.0,4.6059984319007885,2017-09-26
107,173.2141944576719,180,1.0,6.193143340515283,2017-09-27
108,63.254957168048065,254,2.0,4.536897980061415,2017-09-28
109,13.812463243222465,128,2.0,3.925937881114258,2017-09-29
110,23.06875056060496,139,2.0,3.771575445465382,2017-09-30
111,1.2964665787407463,181,6.0,2.7986441982941272,2017-10-01
112,23.819489350746927,180,2.0,4.06469176986751,2017-10-02
113,22.13545647712878,191,2.0,3.6771302062141205,2017-10-03
114,113.97118495631406,145,1.0,6.971863928897825,2017-10-04
115,17.66925394813746,141,2.0,4.993697122303551,2017-10-05
116,54.37147702838165,187,2.0,5.460809225949552,2017-10-06
117,11.53861557568049,130,2.0,4.13967773249243,2017-10-07
118,24.637643167650097,164,2.0,4.426842293854684,2017-10-08
119,33.07246273112519,201,2.0,4.758411615981215,2017-10-09
120,23.788989059810977,148,2.0,4.9468552866321005,2017-10-10
121,11.132717006823665,116,2.0,5.960237888500781,2017-10-11
122,15.683970719392873,138,2.0,4.029207567817993,2017-10-12
123,82.19009592745921,274,2.0,5.512040613984371,2017-10-13
124,28.081745255318104,171,2.0,4.86152333911226,2017-10-14
125,24.85947435077515,198,2.0,4.636304237676774,2017-10-15
126,14.578197841476651,168,2.0,3.7858029255094148,2017-10-16
127,55.56438734077284,339,2.0,3.3964599836189855,2017-10-17
128,330.8796954991818,258,1.0,6.976449652010061,2017-10-18
129,1046.1915027064888,443,1.0,14.699694779072791,2017-10-19
130,21.65405578238775,144,2.0,4.166552688133045,2017-10-20
131,120.98518556598243,155,1.0,6.084521341925278,2017-10-21
132,426.2248702155935,243,1.0,9.969066522285287,2017-10-22
133,18.601345038002364,153,2.0,4.934888391697156,2017-10-23
134,28.868227889874372,161,2.0,4.184937669907152,2017-10-24
135,16.397211991225067,131,2.0,4.333345366389731,2017-10-25
136,17.484450535931355,132,2.0,4.129076863673529,2017-10-26
137,23.427114147530204,109,2.0,4.152537829290177,2017-10-27
138,13.042307914312627,103,2.0,4.720737510341648,2017-10-28
139,107.50201182457104,131,1.0,5.5725482286137025,2017-10-29
140,18.280602648529026,140,2.0,4.287567026428973,2017-10-30
141,17.599987139529794,136,2.0,5.303183199963859,2017-10-31
142,0.6835382194362465,187,5.0,2.960861269831442,2017-11-01
143,26.35417704264949,192,2.0,4.997169651608564,2017-11-02
144,14.722901485090043,152,2.0,3.905710874582423,2017-11-03
145,49.31755858176717,156,2.0,5.916770787843428,2017-11-04
146,52.37565708752949,184,2.0,5.208293351563499,2017-11-05
147,22.653099738665105,157,2.0,5.413409912520258,2017-11-06
148,22.873160049480134,156,2.0,5.343503733764683,2017-11-07
149,63.931356880175116,171,2.0,5.682563566548116,2017-11-08
150,59.79079277667969,229,2.0,5.073832423416112,2017-11-09
151,90.51144087481323,125,1.0,5.331043090665677,2017-11-10
152,12.25011202307759,135,2.0,4.012238426038491,2017-11-11
153,31.520880284529447,174,2.0,4.62787537425781,2017-11-12
154,30.150089454263775,166,2.0,4.323627751642654,2017-11-13
155,170.8129067931165,167,1.0,7.141219446361659,2017-11-14
156,22.722978156144464,159,2.0,4.217382861659763,2017-11-15
157,27.79170347947075,142,2.0,4.272238356856474,2017-11-16
158,22.579715058235912,136,2.0,4.062131080426175,2017-11-17
159,19.591396088265327,134,2.0,4.667658116327763,2017-11-18
160,30.840367423786333,185,2.0,4.209200688660072,2017-11-19
161,37.322790540150464,210,2.0,4.123598414252843,2017-11-20
162,33.28125236634382,206,2.0,4.874313768056196,2017-11-21
163,34.078549910097195,204,2.0,4.45228806347777,2017-11-22
164,62.635462503545675,283,2.0,4.576760890441775,2017-11-23
165,46.90852513862204,289,2.0,3.4577416902669134,2017-11-24
166,60.03926239561464,259,2.0,5.057210482203715,2017-11-25
167,89.63125817639856,303,2.0,4.877503758933532,2017-11-26
168,26.597147709523476,235,2.0,3.7465219785195654,2017-11-27
169,29.399902979116327,253,2.0,4.131059995325366,2017-11-28
170,44.8019090644428,289,2.0,5.331480373178889,2017-11-29
171,29.388694430527245,209,2.0,3.551362864234273,2017-11-30
172,26.288852966556867,176,2.0,4.24734715243183,2017-12-01
173,26.334938995327306,224,2.0,3.9967909027109476,2017-12-02
174,100.85112679537973,284,2.0,5.24946066410157,2017-12-03
175,45.05079321540509,226,2.0,4.628393512481539,2017-12-04
176,32.584330029882764,271,2.0,3.404919423218257,2017-12-05
177,343.6376332552631,231,1.0,7.705966868940643,2017-12-06
178,13.266596572928474,119,2.0,3.908148228658154,2017-12-07
179,1052.664342156986,478,1.0,11.692439023724779,2017-12-08
180,37.9051448805993,216,2.0,3.9509862383247616,2017-12-09
181,55.30392770217421,257,2.0,4.635719491143931,2017-12-10
182,64.57713790221608,279,2.0,5.026862884341786,2017-12-11
183,187.1579903188767,498,2.0,5.969067169256798,2017-12-12
184,166.58429227739705,429,2.0,6.157298113733076,2017-12-13
185,122.00880725948389,418,2.0,5.364436762735594,2017-12-14
186,91.96609487730565,319,2.0,5.063155646709273,2017-12-15
187,85.44709080584558,325,2.0,5.039844468511594,2017-12-16
188,93.28576870432617,372,2.0,4.835767191855323,2017-12-17
189,83.87446615431682,371,2.0,4.349593652116615,2017-12-18
190,213.69940294372188,577,2.0,6.244721817814221,2017-12-19
191,71.42410398289874,297,2.0,4.155135989665748,2017-12-20
192,116.27974556258718,415,2.0,5.127553191558298,2017-12-21
193,67.20088960840212,253,2.0,4.84297828349726,2017-12-22
194,122.70182310969328,341,2.0,5.1399840160792625,2017-12-23
195,72.97994424933783,238,2.0,5.097678514890095,2017-12-24
196,286.5995694067823,442,2.0,6.986312670935178,2017-12-25
197,183.94268902399406,406,2.0,6.592824549789199,2017-12-26
198,108.64330215462006,333,2.0,4.960989814654264,2017-12-27
199,110.92530200727415,428,2.0,4.317503043958416,2017-12-28
200,249.31821947703313,614,2.0,5.299985249370191,2017-12-29
201,80.5522984041409,314,2.0,4.178728936820981,2017-12-30
202,53.901657407928546,248,2.0,4.658911256910009,2017-12-31
203,58.67642814564641,335,2.0,4.486733730614727,2018-01-01
204,174.076357014193,432,2.0,6.662966660923518,2018-01-02
205,129.8671860444159,389,2.0,5.8517786586822975,2018-01-03
206,51.38934682799599,229,2.0,5.018261441739723,2018-01-04
207,54.04992580637878,246,2.0,5.703476260630328,2018-01-05
208,81.73545487125757,351,2.0,4.535118340628238,2018-01-06
209,89.70141633121796,354,2.0,5.042151353990507,2018-01-07
210,120.73941169699802,393,2.0,5.510086892187494,2018-01-08
211,79.31420740271369,408,2.0,3.8917195994183613,2018-01-09
212,128.90490279089835,497,2.0,4.163556149713765,2018-01-10
213,71.78051778586205,393,2.0,4.264136013335753,2018-01-11
214,49.1496451696831,297,2.0,3.5903283226251714,2018-01-12
215,70.57476623332661,347,2.0,4.172248257275667,2018-01-13
216,58.90022023080419,354,2.0,4.270675487891374,2018-01-14
217,41.62621297518269,320,2.0,3.1031883305267582,2018-01-15
218,96.05759095733703,341,2.0,4.416792312777362,2018-01-16
219,69.36538438781612,292,2.0,4.016379001177606,2018-01-17
220,48.1070805033705,285,2.0,3.4722218792489827,2018-01-18
221,57.42747377739171,317,2.0,3.6399145482918382,2018-01-19
222,133.9111636144615,410,2.0,4.745500159742222,2018-01-20
223,68.75299415871062,295,2.0,3.8565165357726987,2018-01-21
224,6.926162685970366,267,3.0,2.2874476327079414,2018-01-22
225,7.209140984959312,364,3.0,1.9383802293123908,2018-01-23
226,68.51624298878724,337,2.0,3.7338208332383727,2018-01-24
227,99.98481859923236,336,2.0,4.448514250801866,2018-01-25
228,76.2476801882129,261,2.0,4.552928924145569,2018-01-26
229,75.6076899534802,320,2.0,3.7266425230611997,2018-01-27
230,86.05863502069906,284,2.0,4.459669596694333,2018-01-28
231,65.47528669735219,232,2.0,5.02472140648543,2018-01-29
232,58.02679855351016,214,2.0,4.802158626614147,2018-01-30
233,80.94309160504184,241,2.0,4.9962686807153425,2018-01-31
234,141.32503060885387,317,2.0,5.208172259629207,2018-02-01
235,134.4016162452567,270,2.0,6.820667323746244,2018-02-02
236,64.48433797006597,195,2.0,5.1850074608371814,2018-02-03
237,52.88122960048049,197,2.0,4.640600749985296,2018-02-04
238,52.620977246399974,179,2.0,5.068278543599913,2018-02-05
239,51.92799966270451,207,2.0,4.885603054188687,2018-02-06
