,score,#nodes,xmin,alpha,date
0,0.0,12,,,2016-10-24
1,53.47073874614179,621,2.0,4.029976942195451,2016-10-25
2,44.16581255307563,372,2.0,3.3464817192973006,2016-10-26
3,35.75358130509378,300,2.0,2.9666231605344686,2016-10-27
4,587.0221273076168,321,1.0,10.310245773555618,2016-10-28
5,10.191078525565288,93,2.0,4.064648582690246,2016-10-29
6,380.65261951280416,184,1.0,10.831106721935559,2016-10-30
7,42.06406887100481,53,1.0,6.604195478432226,2016-10-31
8,47.71028503997424,60,1.0,7.463534257790702,2016-11-01
9,47.43643219931403,58,1.0,5.547936194590528,2016-11-02
10,139.75369679722002,109,1.0,7.30659884774134,2016-11-03
11,39.39911306909419,46,1.0,6.4268505863505645,2016-11-04
12,48.230390242968696,50,1.0,7.391863634588341,2016-11-05
13,8.903631530142777,24,1.0,6.258143987538757,2016-11-06
14,23.4105848586664,21,1.0,11.098865286222745,2016-11-07
15,63.215726068715796,58,1.0,6.222468573185494,2016-11-08
16,34.93187265240006,36,1.0,7.867939237924167,2016-11-09
17,30.106380149859277,30,1.0,7.03644406572767,2016-11-10
18,61.99249209551395,57,1.0,6.247025622157241,2016-11-11
19,32.068067671041405,141,2.0,3.7474699003077845,2016-11-12
20,25.569400753867036,105,2.0,4.979696822344238,2016-11-13
21,105.47285771581566,101,1.0,7.339804290411771,2016-11-14
22,20.925717561034393,110,2.0,4.341460068730767,2016-11-15
23,73.87339964351001,66,1.0,8.250906934509992,2016-11-16
24,26.438156375256952,31,1.0,6.767143141029555,2016-11-17
25,38.30260435734897,41,1.0,6.8889063863441375,2016-11-18
26,25.381633312530546,38,1.0,5.604259282771954,2016-11-19
27,28.130523845165815,30,1.0,6.70613911704295,2016-11-20
28,5.231986253794516,71,2.0,3.1621212209434377,2016-11-21
29,2.2515841973250437,44,2.0,3.584885611481986,2016-11-22
30,25.66351146509807,41,1.0,6.423222701093517,2016-11-23
31,21.567450978477112,38,1.0,6.097441655503367,2016-11-24
32,13.931414966568322,27,1.0,5.373329355050955,2016-11-25
33,10.193310582819386,16,1.0,4.907829386815557,2016-11-26
34,12.338061737249392,23,1.0,4.907508239254396,2016-11-27
35,11.34840100606307,21,1.0,5.910366957716009,2016-11-28
36,28.38064820993261,39,1.0,6.158675252259686,2016-11-29
37,29.032246984918828,31,1.0,5.666011605595008,2016-11-30
38,28.68503462484521,35,1.0,8.042518076682281,2016-12-01
39,19.012234321695978,27,1.0,5.537325131091707,2016-12-02
40,13.121038151872352,32,1.0,5.337360490909069,2016-12-03
41,15.08764631485895,19,1.0,6.5862679721089155,2016-12-04
42,19.68013411114479,28,1.0,5.944410277665902,2016-12-05
43,25.350971537749313,41,1.0,6.388447510554908,2016-12-06
44,21.819119742863094,31,1.0,5.584732141466413,2016-12-07
45,36.379998979621234,48,1.0,5.842880939533354,2016-12-08
46,27.29371874349724,39,1.0,5.638782565800926,2016-12-09
47,17.163132332870923,25,1.0,5.201226973233062,2016-12-10
48,13.592970004827631,23,1.0,5.081785056724,2016-12-11
49,54.630755869451036,56,1.0,5.4320437687991605,2016-12-12
50,44.364134371173954,52,1.0,4.648441671802145,2016-12-13
51,50.9809895269233,47,1.0,6.712264831249515,2016-12-14
52,27.662847610484462,40,1.0,5.898229324864061,2016-12-15
53,25.093778208799854,32,1.0,8.949615948751013,2016-12-16
54,14.13441283758428,24,1.0,4.973342374981468,2016-12-17
55,27.12478377728832,32,1.0,6.056940531119162,2016-12-18
56,91.34005641969483,82,1.0,7.878095755609611,2016-12-19
57,178.53637204195493,122,1.0,9.473576016149085,2016-12-20
58,115.27781425558872,79,1.0,9.496799585712045,2016-12-21
59,62.16781693977137,47,1.0,7.270393835678303,2016-12-22
60,92.09704482949118,66,1.0,7.252479239121541,2016-12-23
61,33.01796946247869,39,1.0,7.994324962183325,2016-12-24
62,37.63251658109638,39,1.0,6.362742508694921,2016-12-25
63,50.08409332951258,56,1.0,8.15888727073894,2016-12-26
64,22.10521681864062,110,2.0,4.394819610784218,2016-12-27
65,11.025221481815699,62,2.0,4.171088439237345,2016-12-28
66,6.926339179544863,44,2.0,3.8906233328534716,2016-12-29
67,41.87758449960206,43,1.0,5.141999553663198,2016-12-30
68,48.4854698520404,39,1.0,6.927726232554764,2016-12-31
69,31.715764415889844,33,1.0,5.0824766129302015,2017-01-01
70,32.00358865881523,32,1.0,8.147105818915103,2017-01-02
71,55.341847170426576,45,1.0,7.231733147233406,2017-01-03
72,92.48535085325047,74,1.0,8.08103328176717,2017-01-04
73,11.838907382627456,63,2.0,3.1459389393120127,2017-01-05
74,41.13999673936124,38,1.0,6.225236290523256,2017-01-06
75,7.123759853066871,44,2.0,3.524734081566389,2017-01-07
76,48.15021738198576,44,1.0,6.292372126040875,2017-01-08
77,83.25481336728959,65,1.0,7.122129110337624,2017-01-09
78,26.551623301487233,25,1.0,6.738276528109417,2017-01-10
79,27.785016245394033,31,1.0,5.514387822893968,2017-01-11
80,91.2789076197992,66,1.0,7.18606478045734,2017-01-12
81,87.29580568134296,69,1.0,6.357891439909735,2017-01-13
82,21.67023700619719,73,2.0,4.550383825433362,2017-01-14
83,22.37550824709498,33,1.0,4.269341009606381,2017-01-15
84,44.33814384587523,47,1.0,5.342486514236184,2017-01-16
85,2.6648310468189584,42,2.0,3.697309007665541,2017-01-17
86,38.03833535673229,41,1.0,5.471336259143351,2017-01-18
87,36.75585150443533,48,1.0,7.663514897156975,2017-01-19
88,36.15159015061352,40,1.0,6.021627160722193,2017-01-20
89,43.42288425316576,36,1.0,5.913692617623553,2017-01-21
90,24.349334317875353,33,1.0,4.423406261955467,2017-01-22
91,75.86885698321176,64,1.0,6.273792874226092,2017-01-23
92,47.1283342938058,42,1.0,5.694638981285926,2017-01-24
93,46.534095318778526,44,1.0,7.687691134164349,2017-01-25
94,13.709945008844006,56,2.0,4.188079888002619,2017-01-26
95,65.75795138086438,52,1.0,5.738246906225588,2017-01-27
96,9.932802207198202,41,2.0,3.997262756128912,2017-01-28
97,47.275563144897674,43,1.0,5.587244614976636,2017-01-29
98,42.730311921063816,41,1.0,5.211680203058093,2017-01-30
99,11.768801310984855,45,2.0,4.152972034404822,2017-01-31
100,45.838586500581314,49,1.0,4.928568884212124,2017-02-01
101,12.968473627857517,58,2.0,3.9303459509933463,2017-02-02
102,20.022811662271117,71,2.0,4.361779111830698,2017-02-03
103,11.560072778597592,62,2.0,3.442787234615393,2017-02-04
104,79.47092954859795,60,1.0,8.990637986737841,2017-02-05
105,47.63167724762757,53,1.0,6.739622419705124,2017-02-06
106,149.97561935752702,110,1.0,9.108247387902011,2017-02-07
107,22.47919376988611,101,2.0,4.165289940407711,2017-02-08
108,18.875115231323363,95,2.0,3.9102771130872704,2017-02-09
109,11.064858736832555,67,2.0,3.741022395851072,2017-02-10
110,12.597337762079873,71,2.0,3.933938158036981,2017-02-11
111,23.160742029314406,121,2.0,4.065268256405412,2017-02-12
112,19.395522623178643,97,2.0,4.144903594099546,2017-02-13
113,70.40441271739574,64,1.0,6.724524922768841,2017-02-14
114,50.47393766809299,54,1.0,6.49794950926517,2017-02-15
115,10.818058898623772,44,2.0,4.914386474810071,2017-02-16
