,score,#nodes,xmin,alpha,window_start,window_end
0,55.94170259576899,524,3.0,3.398750489712294,2016-04-29,2016-05-05
1,272.52293140716324,426,2.0,8.07831178098797,2016-04-30,2016-05-06
2,261.10123735027753,409,2.0,8.122422178956153,2016-05-01,2016-05-07
3,272.4742327967006,405,2.0,8.767881910224421,2016-05-02,2016-05-08
4,271.95826211939453,411,2.0,8.806072688721079,2016-05-03,2016-05-09
5,275.4598432976095,425,2.0,8.749269257474294,2016-05-04,2016-05-10
6,263.0217670745318,381,2.0,9.05335526021394,2016-05-05,2016-05-11
7,244.66105901194484,369,2.0,8.93870102792098,2016-05-06,2016-05-12
8,157.27111932419382,275,2.0,7.510745170414388,2016-05-07,2016-05-13
9,141.13951832348664,275,2.0,5.682487037541762,2016-05-08,2016-05-14
10,131.89183241506117,254,2.0,5.638935876354053,2016-05-09,2016-05-15
11,116.71229005951639,231,2.0,5.7337489470797305,2016-05-10,2016-05-16
12,92.54483940435283,207,2.0,5.371784438283583,2016-05-11,2016-05-17
13,60.6243885118887,186,2.0,4.405767557353735,2016-05-12,2016-05-18
14,57.183138992696286,167,2.0,4.750831779022935,2016-05-13,2016-05-19
15,53.457550691508786,155,2.0,5.019749193256099,2016-05-14,2016-05-20
16,40.86664603267355,106,2.0,6.50471600484887,2016-05-15,2016-05-21
17,38.14956191940504,106,2.0,6.189643843917904,2016-05-16,2016-05-22
18,39.91756710618338,113,2.0,6.547612040278823,2016-05-17,2016-05-23
19,32.65612646350497,117,2.0,4.803201612425495,2016-05-18,2016-05-24
20,30.63610035380095,109,2.0,4.330430269293269,2016-05-19,2016-05-25
21,26.643933933707693,107,2.0,4.008491549908332,2016-05-20,2016-05-26
22,28.100969759309237,113,2.0,3.998322544422898,2016-05-21,2016-05-27
23,36.30519020975994,136,2.0,3.957811002587401,2016-05-22,2016-05-28
24,58.28645370338262,200,2.0,3.9380987473427798,2016-05-23,2016-05-29
25,63.87087155041739,211,2.0,3.976277262301541,2016-05-24,2016-05-30
26,76.45750827840419,221,2.0,4.433010269017636,2016-05-25,2016-05-31
27,83.33601732882155,226,2.0,4.7141919918231014,2016-05-26,2016-06-01
28,95.4611518286425,241,2.0,4.924727436004716,2016-05-27,2016-06-02
29,95.71353686397347,242,2.0,4.89598168740492,2016-05-28,2016-06-03
30,73.257285258867,236,2.0,4.132643468249326,2016-05-29,2016-06-04
31,48.00324727983157,203,2.0,3.693465637819999,2016-05-30,2016-06-05
32,46.487168373814754,211,2.0,3.546358474121616,2016-05-31,2016-06-06
33,40.593171598250905,206,2.0,3.419183018140004,2016-06-01,2016-06-07
34,33.57803019397427,223,2.0,3.044927439476995,2016-06-02,2016-06-08
35,36.81954183076719,209,2.0,3.306594265402481,2016-06-03,2016-06-09
36,40.86622996112213,231,2.0,3.316443658902611,2016-06-04,2016-06-10
37,34.88176791881145,225,2.0,3.220994592985975,2016-06-05,2016-06-11
38,32.44159125730525,211,2.0,3.263191212836645,2016-06-06,2016-06-12
39,58.627421405555296,234,2.0,4.184777638257487,2016-06-07,2016-06-13
40,105.3031082791497,288,2.0,4.789721087432197,2016-06-08,2016-06-14
41,114.90968505914219,279,2.0,5.242852772651445,2016-06-09,2016-06-15
42,141.25105020023165,319,2.0,5.507816063618932,2016-06-10,2016-06-16
43,163.8834372430715,341,2.0,6.019685789522687,2016-06-11,2016-06-17
44,185.77301281812282,387,2.0,6.158210372849385,2016-06-12,2016-06-18
45,206.85059487101344,416,2.0,6.04216529777637,2016-06-13,2016-06-19
46,198.1307269520065,391,2.0,6.258412039451517,2016-06-14,2016-06-20
47,158.9332433211959,338,2.0,6.472639187955959,2016-06-15,2016-06-21
48,148.0128299234516,335,2.0,6.011191370219975,2016-06-16,2016-06-22
49,123.65508587559924,295,2.0,5.839114014197815,2016-06-17,2016-06-23
50,102.6202985372953,252,2.0,5.806291704991702,2016-06-18,2016-06-24
51,86.88481979967057,205,2.0,5.823463796150925,2016-06-19,2016-06-25
52,62.25185943500921,164,2.0,5.877822450652047,2016-06-20,2016-06-26
53,50.26134363152377,151,2.0,5.366618064658514,2016-06-21,2016-06-27
54,52.93860257181012,161,2.0,5.329682246026731,2016-06-22,2016-06-28
55,42.36737606942829,141,2.0,5.234481722938966,2016-06-23,2016-06-29
56,35.243147630345234,133,2.0,4.948171002450055,2016-06-24,2016-06-30
57,28.87936896448508,130,2.0,4.490579397671577,2016-06-25,2016-07-01
58,27.280135871813314,126,2.0,4.261461970378543,2016-06-26,2016-07-02
59,27.887668220182967,121,2.0,4.320364398890922,2016-06-27,2016-07-03
60,26.181742500434602,110,2.0,4.228865588618012,2016-06-28,2016-07-04
61,27.078816743262557,111,2.0,4.2803146948881,2016-06-29,2016-07-05
62,24.749225138247084,107,2.0,4.235354775529877,2016-06-30,2016-07-06
63,26.528888250634658,115,2.0,4.2651397932215325,2016-07-01,2016-07-07
64,29.691026655000826,118,2.0,4.683348563945546,2016-07-02,2016-07-08
65,32.61334299000531,104,2.0,5.682061762333445,2016-07-03,2016-07-09
66,29.607825091751096,98,2.0,5.66475370755764,2016-07-04,2016-07-10
67,31.873649211190415,99,2.0,6.2451144170874775,2016-07-05,2016-07-11
68,25.273680640355288,83,2.0,6.504278805884819,2016-07-06,2016-07-12
69,27.679322937089946,86,2.0,7.506253774463131,2016-07-07,2016-07-13
70,19.78521071646813,75,2.0,5.426140752501771,2016-07-08,2016-07-14
71,28.94412234519121,84,2.0,5.9400754584702185,2016-07-09,2016-07-15
