,score,#nodes,xmin,alpha,window_start,window_end
0,545.9893471939259,1467,1.0,24.866044030893434,2017-06-12,2017-06-18
1,411.6968925359146,1083,1.0,24.287053312716107,2017-06-13,2017-06-19
2,300.3021481445099,786,1.0,28.157498677968437,2017-06-14,2017-06-20
3,286.2289524364836,722,1.0,35.52530357539951,2017-06-15,2017-06-21
4,173.31107396931034,3194,3.0,3.990364954482795,2017-06-16,2017-06-22
5,392.0875931201606,5744,3.0,3.8634821982398333,2017-06-17,2017-06-23
6,506.6297330304153,6669,3.0,3.9464987448317084,2017-06-18,2017-06-24
7,568.0232723750477,7333,3.0,3.887415463170001,2017-06-19,2017-06-25
8,242.66415028751442,7773,4.0,2.828136930381657,2017-06-20,2017-06-26
9,657.6492397206503,8136,3.0,3.8427751150036,2017-06-21,2017-06-27
10,719.4296197808776,8654,3.0,3.819130888158972,2017-06-22,2017-06-28
11,483.0231843411428,7077,3.0,3.4012402502786547,2017-06-23,2017-06-29
12,315.910547576576,5031,3.0,3.294477631066586,2017-06-24,2017-06-30
13,248.31191980663556,4326,3.0,3.109672756786366,2017-06-25,2017-07-01
14,1218.9581645584954,3821,2.0,6.9226824814472305,2017-06-26,2017-07-02
15,1180.25462559812,3548,2.0,7.4886183760679,2017-06-27,2017-07-03
16,1126.5904876640172,3420,2.0,7.503049862235297,2017-06-28,2017-07-04
17,1008.7687563653948,3086,2.0,7.382220333266366,2017-06-29,2017-07-05
18,881.4823880179567,2755,2.0,7.428300239424831,2017-06-30,2017-07-06
19,778.0330806765246,2550,2.0,7.1528538211468895,2017-07-01,2017-07-07
20,710.94703681785,2432,2.0,6.873163128200199,2017-07-02,2017-07-08
21,678.1859320837135,2310,2.0,6.980917412842637,2017-07-03,2017-07-09
22,608.478718812351,2164,2.0,6.808016809765434,2017-07-04,2017-07-10
23,581.7381302147979,2096,2.0,6.711500051268836,2017-07-05,2017-07-11
24,650.348396078802,2001,2.0,7.503054399172592,2017-07-06,2017-07-12
25,573.992548746566,1876,2.0,7.30596124232681,2017-07-07,2017-07-13
26,565.4846200401403,1872,2.0,7.094047845428922,2017-07-08,2017-07-14
27,580.839072909744,1854,2.0,7.198274023419177,2017-07-09,2017-07-15
28,601.9521376111536,2108,2.0,7.152628683255816,2017-07-10,2017-07-16
29,662.5028255394943,2205,2.0,7.3534509109080695,2017-07-11,2017-07-17
30,670.2339899735896,2215,2.0,7.345170581693372,2017-07-12,2017-07-18
31,741.8555445532804,2507,2.0,7.917272275648828,2017-07-13,2017-07-19
32,814.9577709947334,2642,2.0,8.01202280250353,2017-07-14,2017-07-20
33,844.481119363373,2652,2.0,8.521079390837397,2017-07-15,2017-07-21
34,831.1216499416983,2613,2.0,8.649009962880381,2017-07-16,2017-07-22
35,771.9437811623155,2377,2.0,8.47753965783781,2017-07-17,2017-07-23
36,718.0998407374851,2217,2.0,8.213995707799612,2017-07-18,2017-07-24
37,685.3684488574271,2073,2.0,8.62999184324189,2017-07-19,2017-07-25
38,530.9391494067721,1615,2.0,8.13352000232046,2017-07-20,2017-07-26
39,465.92925309085,1497,2.0,7.377893826406094,2017-07-21,2017-07-27
40,441.67328048976026,1461,2.0,6.850261909979149,2017-07-22,2017-07-28
41,491.96618993784574,1474,2.0,7.174479266794759,2017-07-23,2017-07-29
42,457.8121353468848,1397,2.0,6.73170302372948,2017-07-24,2017-07-30
43,425.696090774873,1334,2.0,6.685977299264516,2017-07-25,2017-07-31
44,399.62323326513365,1318,2.0,6.414074645474306,2017-07-26,2017-08-01
45,398.53904150862354,1336,2.0,6.384525054459417,2017-07-27,2017-08-02
46,388.0056959243162,1280,2.0,6.591702336489408,2017-07-28,2017-08-03
47,383.9869341471128,1308,2.0,6.584023048975642,2017-07-29,2017-08-04
48,420.3175263910363,1338,2.0,7.152686847259849,2017-07-30,2017-08-05
49,455.9322975989536,1464,2.0,7.27333206344722,2017-07-31,2017-08-06
50,474.844562424315,1518,2.0,7.231074956034782,2017-08-01,2017-08-07
51,541.4827846673877,1625,2.0,7.526570302171408,2017-08-02,2017-08-08
52,549.8577108235179,1720,2.0,7.297565338288052,2017-08-03,2017-08-09
53,563.2259209081064,1892,2.0,7.286273732150041,2017-08-04,2017-08-10
54,748.3705722453947,2118,2.0,7.829161539790235,2017-08-05,2017-08-11
55,895.4162020270734,2343,2.0,8.33419303385768,2017-08-06,2017-08-12
56,944.8988154006677,2352,2.0,8.533206986410354,2017-08-07,2017-08-13
57,1098.658124081586,2481,2.0,9.209345885548384,2017-08-08,2017-08-14
58,1107.0533419319459,2517,2.0,9.416735928221067,2017-08-09,2017-08-15
59,1127.8893370607238,2513,2.0,9.614996869973657,2017-08-10,2017-08-16
60,1128.301644924391,2479,2.0,9.229403170998744,2017-08-11,2017-08-17
61,962.9100721547444,2368,2.0,8.71391335387904,2017-08-12,2017-08-18
